MARKER-FAMILY EXEMPLAR CENSUS  (type 0x6534284A)
generated by tools/research/udriveit/run_census.py
game    : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe
plugins : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins
files scanned (DBPF): 532
exemplars found     : 11118
exemplars parsed OK : 11118
parse failures      : 0

PROPERTY IDS DECODED BY NAME:
  0x00000010  ExemplarType
  0x00000020  ExemplarName
  0x0ABFC024  (seen 0x1C / 0x1E)
  0x27812810  OccupantSize
  0x27812820  ResourceKeyType0
  0x27812821  ResourceKeyType1
  0x27812822  ResourceKeyType2
  0x27812823  ResourceKeyType3
  0x27812824  ResourceKeyType4
  0x27812825  ResourceKeyType5
  0x4A149631  MarkerSizePair? floats, all <=24.9 (SetSize cap is 25.5)
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 8, 4}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D830000}
      0x27812870                              uint32   {0xA0000046}
      0x49A1E05A                              uint32   {0x49A1E996}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xCA8BD67F}
      0x8A5E5DB8                              bool     {0x1}
      0xE9A316EB                              uint8    {0x0}

--- {T=0x6534284A, G=0xC977C536, I=0x1D8C0000}  CR6x2x6_ConsumablepackageClosed_1D8C0000
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 10
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CR6x2x6_ConsumablepackageClosed_1D8C0000'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1C}
      0x27812810 OccupantSize                 float32  {6, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D8C0000}
      0x27812870                              uint32   {0xA0000026}
      0x49A1E05A                              uint32   {0x49A1E996}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xAA8BE5F1}
      0x8A5E5DB8                              bool     {0x1}
      0xE9A316EB                              uint8    {0x0}

--- {T=0x6534284A, G=0xC977C536, I=0x1D8D0000}  CR8x2x6_RetailPawnShopClosed_1D8D0000
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 10
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CR8x2x6_RetailPawnShopClosed_1D8D0000'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1C}
      0x27812810 OccupantSize                 float32  {8, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D8D0000}
      0x27812870                              uint32   {0xA0000027}
      0x49A1E05A                              uint32   {0x49A1E996}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xCA8BE6B3}
      0x8A5E5DB8                              bool     {0x1}
      0xE9A316EB                              uint8    {0x0}

--- {T=0x6534284A, G=0xC977C536, I=0x1D8F0000}  R16x1x2_$$Fence_1D8F
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 12
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'R16x1x2_$$Fence_1D8F'
      0x27812810 OccupantSize                 float32  {15.9, 2, 1}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D8F0000}
      0x29244DB5                              uint8    {0x27}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x49BEDA31                              uint8    {0x2}
      0x69F14D33                              bool     {0x1}
      0x6A95E503                              bool     {0x1}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x2A8BF4F4}
      0x8A5E5DB8                              bool     {0x1}
      0xE9A316EB                              uint8    {0x2}

--- {T=0x6534284A, G=0xC977C536, I=0x1D970000}  CR8x2x6_Restaurant1star_1D970000
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 10
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CR8x2x6_Restaurant1star_1D970000'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1C}
      0x27812810 OccupantSize                 float32  {8, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D970000}
      0x27812870                              uint32   {0xA0000027}
      0x49A1E05A                              uint32   {0x49A1E996}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x4A8BE668}
      0x8A5E5DB8                              bool     {0x1}
      0xE9A316EB                              uint8    {0x0}

--- {T=0x6534284A, G=0xC977C536, I=0x1D980000}  CR6x2x6_ClothingUsed_1D980000
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 10
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CR6x2x6_ClothingUsed_1D980000'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1C}
      0x27812810 OccupantSize                 float32  {6, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D980000}
      0x27812870                              uint32   {0xA0000026}
      0x49A1E05A                              uint32   {0x49A1E996}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xA8BE538}
      0x8A5E5DB8                              bool     {0x1}
      0xE9A316EB                              uint8    {0x0}

--- {T=0x6534284A, G=0xC977C536, I=0x1D990000}  CSF12x2x6_$$$ConsumableGrocery_1D99
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF12x2x6_$$$ConsumableGrocery_1D99'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D990000}
      0x27812870                              uint32   {0xA000000A}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xAA8BE91B}
      0xE9A316EB                              uint8    {0x3}

--- {T=0x6534284A, G=0xC977C536, I=0x1D9A0000}  CSF12x2x6_$$$RetailGallery_1D9A
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF12x2x6_$$$RetailGallery_1D9A'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D9A0000}
      0x27812870                              uint32   {0xA000000A}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x4A8BF09F}
      0xE9A316EB                              uint8    {0x3}

--- {T=0x6534284A, G=0xC977C536, I=0x1D9B0000}  CSF12x2x6_$$RetailPartsAndCrafts_1D9B
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF12x2x6_$$RetailPartsAndCrafts_1D9B'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D9B0000}
      0x27812870                              uint32   {0xA000000A}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xCA8BF0CC}
      0xE9A316EB                              uint8    {0x2}

--- {T=0x6534284A, G=0xC977C536, I=0x1D9C0000}  CSF12x2x6_$$ServiceHairCutandConsumableConvienence_1D9C
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF12x2x6_$$ServiceHairCutandConsumableConvienence_1D9C'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D9C0000}
      0x27812870                              uint32   {0xA000000A}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xAA8BF11F}
      0xE9A316EB                              uint8    {0x2}

--- {T=0x6534284A, G=0xC977C536, I=0x1D9D0000}  CSF12x2x6_$RetailPawnShopandServiceBarber_1D9D
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF12x2x6_$RetailPawnShopandServiceBarber_1D9D'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D9D0000}
      0x27812870                              uint32   {0xA000000A}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xAA8BF1A4}
      0xE9A316EB                              uint8    {0x1}

--- {T=0x6534284A, G=0xC977C536, I=0x1D9E0000}  CSF12x2x6_$Restaurant1starandRetailPawnShop_1D9E
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF12x2x6_$Restaurant1starandRetailPawnShop_1D9E'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {12, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D9E0000}
      0x27812870                              uint32   {0xA000000A}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xAA8BF163}
      0xE9A316EB                              uint8    {0x1}

--- {T=0x6534284A, G=0xC977C536, I=0x1D9F0000}  CSF14x2x6_$$$ConsumableGrocery_1D9F
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF14x2x6_$$$ConsumableGrocery_1D9F'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {14, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1D9F0000}
      0x27812870                              uint32   {0xA0000006}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x6A8BF1DC}
      0xE9A316EB                              uint8    {0x3}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA00000}  CSF14x2x6_$$$RetailGallery_1DA0
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF14x2x6_$$$RetailGallery_1DA0'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {14, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1DA00000}
      0x27812870                              uint32   {0xA0000006}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0xEA8BF21E}
      0xE9A316EB                              uint8    {0x3}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA10000}  CSF14x2x6_$$RetailPartsAndCrafts_1DA1
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF14x2x6_$$RetailPartsAndCrafts_1DA1'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {14, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1DA10000}
      0x27812870                              uint32   {0xA0000006}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x4A8BF263}
      0xE9A316EB                              uint8    {0x2}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA20000}  CSF14x2x6_$$ServiceHairCutandRestaurant3Star_1DA2
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF14x2x6_$$ServiceHairCutandRestaurant3Star_1DA2'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {14, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1DA20000}
      0x27812870                              uint32   {0xA0000006}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x8A8BF29F}
      0xE9A316EB                              uint8    {0x2}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA30000}  CSF14x2x6_$ConsumablepackageandRestaurant_1DA3
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF14x2x6_$ConsumablepackageandRestaurant_1DA3'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {14, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1DA30000}
      0x27812870                              uint32   {0xA0000006}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x8A8BF2DF}
      0xE9A316EB                              uint8    {0x1}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA40000}  CSF14x2x6_$ConsumablePackageandRetailClothing_1DA4
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF14x2x6_$ConsumablePackageandRetailClothing_1DA4'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {14, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1DA40000}
      0x27812870                              uint32   {0xA0000006}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x6A8BF31E}
      0xE9A316EB                              uint8    {0x1}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA50000}  CSF16x2x6_$$$RetailGallery_1DA5
    file      : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe\SimCity_1.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}
    props     : 9
      0x00000010 ExemplarType                 uint32   {0x1E}
      0x00000020 ExemplarName                 string   'CSF16x2x6_$$$RetailGallery_1DA5'
      0x0ABFC024 (seen 0x1C / 0x1E)           uint32   {0x1E}
      0x27812810 OccupantSize                 float32  {16, 6, 2}
      0x27812821 ResourceKeyType1             uint32   {0x5AD0E817, 0xBADB57F1, 0x1DA50000}
      0x27812870                              uint32   {0xA000000B}
      0x49A1E05A                              uint32   {0x49A1E995}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} uint32   {0x2026960B, 0x6A554AFD, 0x8A8BF381}
      0xE9A316EB                              uint8    {0x3}

--- {T=0x6534284A, G=0xC977C536, I=0x1DA60000}  CSF16x2x6_$$$ConsumableGrocery_1DA6
